id,lat,lon
W_cluster_7849914127_7849914128_8538740251,58.36233136669957,26.692920196160653
W_3139884909,58.362344952234295,26.771686619283035
W_8145251868,58.36235359536472,26.715491998936155
W_8145251866,58.362358327920795,26.714027951928482
W_330044913,58.362364649899305,26.70427564219154
W_1914548342,58.36237446814516,26.687274679980167
W_3099065394,58.36239710144199,26.703472095966266
W_330045353,58.36242332954734,26.70444418118002
W_6694844286,58.36243211231619,26.737976229509837
W_7816258989,58.36243437534696,26.718515595117616
W_cluster_1116793985_414256395,58.362437825474586,26.681170585960565
W_cluster_4809583448_4809583453,58.36245047957919,26.74793208753993
W_3099060965,58.36245291549443,26.702211338947524
W_6694844289,58.36245423453676,26.738913162926938
W_963474550,58.36246833179732,26.688714792214757
W_3139882146,58.362470671586784,26.772178197890284
W_1244148758,58.36248417020814,26.75908934224448
W_1914548344,58.36249250190677,26.68739139332185
W_330041021,58.3625049333612,26.759240968637275
W_330041263,58.362506010265044,26.712154951313067
W_8132449030,58.36251240273546,26.759583420936934
W_8363642836,58.362525898036324,26.723088419732008
W_248509686,58.36253740030358,26.698741662251468
W_8919912136,58.36256756962851,26.736364397714187
W_3099060981,58.3625687099735,26.70291673653867
W_330043122,58.36257118418826,26.773651990666547
W_11416744506,58.36258429453474,26.764877213969307
W_248509592,58.362597987268906,26.70744100448156
W_cluster_2711385871_2711385872,58.36260169856848,26.68046940018236
W_7231243795,58.362605978498976,26.75919447681143
W_7231243802,58.36261819505249,26.759577745355728
W_4522028115,58.362631508402394,26.71977927706614
W_7849914132,58.362641420091585,26.691466471167587
W_cluster_1116793975_414256387,58.362659364579834,26.680219178213484
W_11416741232,58.3626634960671,26.76233849613754
W_1914548346,58.362677156332886,26.68749880230906
W_963474578,58.36268425924327,26.684607608031957
W_cluster_4522028111_4522028112,58.36270435767596,26.72101729127337
W_330043087,58.362720197163945,26.772895953541486
W_2548891651,58.362720729309494,26.77268966092303
W_248509677,58.36275009467712,26.709553747056574
W_7849914130,58.362756815659665,26.691347193759025
W_cluster_330043632_4522028093,58.362764480260125,26.730555369709002
W_4522024781,58.36277396162578,26.730366098781776
W_11416741231,58.36278508579389,26.762182149967387
W_2548891654,58.362829000172624,26.773169738246512
W_cluster_3099060990_330045937,58.36283539648666,26.702926630972993
W_4522015624,58.36284402948809,26.728967508203137
W_6983300172,58.362867795990155,26.6794521205124
W_2548891652,58.36287476156454,26.772385303079485
W_6161771164,58.36288778990531,26.705779907092328
W_6694711509,58.36288796022663,26.68871810600546
W_1914548349,58.36289027934967,26.678782795818243
W_cluster_248509501_6985543971_6985666487_8538740241,58.36289240838853,26.694669394517835
W_564730101,58.362893903709015,26.717591064491877
W_cluster_330040790_330040897_7004672342,58.36290563421034,26.699692727330287
W_2324539815,58.36290608421462,26.72558981445754
W_6983300173,58.362907055285945,26.679348362791753
W_7401632996,58.362912724536145,26.713288376521835
W_4522024780,58.36291518190922,26.729953979010443
W_7849914133,58.362919392717195,26.6911651206881
W_7231243806,58.36292151818516,26.75906021348713
W_3269694068,58.3629229512801,26.77322263099744
W_6694844282,58.362928522479926,26.73779975962329
W_cluster_330044657_330045449_7139933497,58.362938734962,26.74029910004173
W_cluster_330044460_7850245326,58.3629624230959,26.689164044641966
W_4393475279,58.36296336447893,26.73995487322447
W_963515767,58.3629654914603,26.68319592689499
W_cluster_11331190083_330041917_5200254970_5200254973,58.362967964728334,26.72542098582328
W_330044654,58.36297102905594,26.73957197379139
W_6161771163,58.362986834188284,26.705652778834555
W_7849914129,58.36299297149822,26.692105693343187
W_5876077457,58.36299375033678,26.68195057558155
W_4522028102,58.36299802267161,26.730352084779334
W_4522028094,58.36300458383869,26.730482269929713
W_4522015626,58.36300556822766,26.72899105247326
W_7401632994,58.36301687603356,26.71243160243653
W_330044389,58.36302000872055,26.73852887699224
W_6694711490,58.363039104134515,26.68793638796908
W_4017555447,58.36304129235219,26.737780806811006
W_11416744507,58.363047522955206,26.76373243994824
W_2548891657,58.3630573509874,26.772432496086065
W_11416744510,58.36308382900782,26.764426102104007
W_cluster_330045226_6161780092,58.36309702429774,26.70366055522727
W_cluster_11335434398_330045479,58.36309793268661,26.736408299553485
W_6161771177,58.36311147127324,26.7054845885528
W_963502965,58.36311221756856,26.680111509958053
W_330045601,58.363141299974394,26.67931427809644
